**** n.s. = 'not selected' ******** n.a. = not above minScore matrix is resorted
/home/guest/Documents/Kevan/FrompSourceNewPathayScoreMatrix

 ,OverAll,ERR771019_MERGED_FASTQ_InterPro.txt.tsv,ERR771060_MERGED_FASTQ_InterPro.tsv,ERR771064_MERGED_FASTQ_InterPro.tsv,ERR771070_MERGED_FASTQ_InterPro.tsv
ec00533,Glycosaminoglycan biosynthesis - keratan sulfate,0.0,n.a.,n.a.,n.a.,n.a.
ec00534,Glycosaminoglycan biosynthesis - heparan sulfate,0.0,n.a.,n.a.,n.a.,n.a.
ec00540,Lipopolysaccharide biosynthesis,35.976016000438946,28.780812800351157,35.976016000438946,35.976016000438946,35.976016000438946
ec00550,Peptidoglycan biosynthesis,45.36082474226804,37.11340206185567,37.11340206185567,45.36082474226804,45.36082474226804
ec00561,Glycerolipid metabolism,16.133851205016605,10.755900803344403,13.444876004180504,16.133851205016605,15.237526138071237
ec00562,Inositol phosphate metabolism,14.91442542787286,5.8679706601467,3.1784841075794623,13.93643031784841,13.93643031784841
ec00563,Glycosylphosphatidylinositol(GPI)-anchor biosynthesis,21.238938053097346,n.a.,n.a.,21.238938053097346,21.238938053097346
ec00564,Glycerophospholipid metabolism,25.185794730281298,9.674284211117252,16.73610345488752,24.36939943979898,22.53251003621376
ec00565,Ether lipid metabolism,8.947319557760554,7.2749233859773765,1.672396171783179,7.2749233859773765,6.020626257139992
ec00590,Arachidonic acid metabolism,6.757520157536273,6.757520157536273,5.825448380663438,6.757520157536273,6.757520157536273
ec00591,Linoleic acid metabolism,3.0374884819659362,3.0374884819659362,n.a.,3.0374884819659362,3.0374884819659362
ec00592,alpha-Linolenic acid metabolism,8.28182482312457,3.6808110990785936,0.9202027581249522,8.28182482312457,8.28182482312457
ec00600,Sphingolipid metabolism,22.67985964514669,8.203353512441053,11.822480045617462,22.67985964514669,19.06073311197028
ec00601,Glycosphingolipid biosynthesis - lacto and neolacto series,4.350978967346278,n.a.,4.350978967346278,4.350978967346278,4.350978967346278
ec00603,Glycosphingolipid biosynthesis - globo series,11.235955045550844,5.107252293432202,11.235955045550844,11.235955045550844,11.235955045550844
ec00604,Glycosphingolipid biosynthesis - ganglio series,6.902562441419495,6.902562441419495,6.902562441419495,6.902562441419495,6.902562441419495
ec00620,Pyruvate metabolism,23.344502792417856,9.931086849140563,15.60599360585837,20.764999730231363,23.344502792417856
ec00621,Dioxin degradation,8.294181555240806,3.686302992466281,8.294181555240806,8.294181555240806,8.294181555240806
ec00622,Xylene degradation,6.5981635898631,2.932517213916742,6.5981635898631,6.5981635898631,6.5981635898631
ec00623,Toluene degradation,2.9846651067808327,2.9846651067808327,2.9846651067808327,0.6395710991579768,2.9846651067808327
ec00624,Polycyclic aromatic hydrocarbon degradation,4.41143285328959,2.646859711973754,2.646859711973754,4.41143285328959,4.41143285328959
ec00625,Chloroalkane and chloroalkene degradation,15.056785988752527,6.370178668210808,6.370178668210808,6.370178668210808,4.632857204102463
ec00626,Naphthalene degradation,1.2283069715482553,1.2283069715482553,1.2283069715482553,1.2283069715482553,1.2283069715482553
ec00627,Aminobenzoate degradation,6.853876635816791,4.506658618227148,4.506658618227148,5.914989428780934,6.853876635816791
ec00630,Glyoxylate and dicarboxylate metabolism,9.195402298850574,3.6398467432950192,7.471264367816093,9.195402298850574,9.195402298850574
ec00633,Nitrotoluene degradation,17.03756284586056,17.03756284586056,8.51878142293028,17.03756284586056,17.03756284586056
ec00640,Propanoate metabolism,15.377513716597502,11.101814776209428,14.252329794057161,15.377513716597502,15.377513716597502
ec00642,Ethylbenzene degradation,0.0,n.a.,n.a.,n.a.,n.a.
ec00643,Styrene degradation,14.312218464874121,8.348794142862568,14.312218464874121,14.312218464874121,14.312218464874121
ec00650,Butanoate metabolism,9.417513093669525,3.0972181585662137,6.708815264339535,5.8059159878962046,5.8059159878962046
ec00660,C5-Branched dibasic acid metabolism,14.545454545454545,10.909090909090908,3.6363636363636362,7.2727272727272725,7.2727272727272725
ec00670,One carbon pool by folate,42.3728813559322,24.858757062146893,38.983050847457626,38.983050847457626,42.3728813559322
ec00680,Methane metabolism,26.130946112016133,17.296197660161567,11.821142328211003,17.109548074399857,20.531457674874996
ec00710,Carbon fixation in photosynthetic organisms,36.98630146979038,18.76712332134241,36.98630146979038,36.16438363115853,36.98630146979038
ec00720,Carbon fixation pathways in prokaryotes,22.46821655155882,10.334218490767524,19.67420384870412,22.46821655155882,22.46821655155882
ec00730,Thiamine metabolism,23.954372628846095,17.110266163461496,20.5323193961538,20.5323193961538,17.110266163461496
ec00740,Riboflavin metabolism,48.866176927627436,20.121366970199535,34.49377194891348,37.36825294465627,48.866176927627436
ec00750,Vitamin B6 metabolism,22.14022140221402,17.712177121771216,22.14022140221402,17.712177121771216,17.712177121771216
ec00760,Nicotinate and nicotinamide metabolism,20.99700042607987,11.141265532205646,8.570204255542805,20.99700042607987,13.283816596091347
ec00770,Pantothenate and CoA biosynthesis,45.92979832521582,30.246452555629926,41.44884239104842,45.92979832521582,45.92979832521582
ec00780,Biotin metabolism,26.47058823529412,17.647058823529413,17.647058823529413,26.47058823529412,17.647058823529413
ec00785,Lipoic acid metabolism,60.0,60.0,30.0,30.0,30.0
ec00790,Folate biosynthesis,41.86046511627907,13.953488372093023,27.906976744186046,34.883720930232556,41.86046511627907
ec00791,Atrazine degradation,3.389830508474576,3.389830508474576,3.389830508474576,3.389830508474576,3.389830508474576
ec00830,Retinol metabolism,0.931140280625736,0.931140280625736,0.931140280625736,0.931140280625736,0.931140280625736
ec00860,Porphyrin and chlorophyll metabolism,35.13242446681437,24.667446966061156,20.18245660859549,32.1424308951706,32.1424308951706
ec00900,Terpenoid backbone biosynthesis,27.197802197802197,14.010989010989011,23.076923076923077,27.197802197802197,23.9010989010989
ec00901,Indole alkaloid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00902,Monoterpenoid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00903,Limonene and pinene degradation,0.5371572139796829,0.5371572139796829,0.5371572139796829,0.5371572139796829,0.5371572139796829
ec00904,Diterpenoid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00905,Brassinosteroid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00906,Carotenoid biosynthesis,9.04013860461038,n.a.,n.a.,9.04013860461038,9.04013860461038
ec00908,Zeatin biosynthesis,33.17972350230415,11.059907834101383,22.119815668202765,33.17972350230415,33.17972350230415
ec00909,Sesquiterpenoid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00910,Nitrogen metabolism,28.095020545445838,21.242576509971244,19.415258100511352,20.328917305241294,26.724531738350915
ec00920,Sulfur metabolism,12.363636363636363,5.818181818181818,10.181818181818182,12.363636363636363,12.363636363636363
ec00930,Caprolactam degradation,1.2818055931401813,1.2818055931401813,1.2818055931401813,1.2818055931401813,1.2818055931401813
ec00940,Phenylpropanoid biosynthesis,1.84925975933403,n.a.,n.a.,n.a.,1.84925975933403
ec00941,Flavonoid biosynthesis,6.330735722167473,6.330735722167473,n.a.,6.330735722167473,6.330735722167473
ec00942,Anthocyanin biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00943,Isoflavonoid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00944,Flavone and flavonol biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00945,Stilbenoid, diarylheptanoid and gingerol biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00950,Isoquinoline alkaloid biosynthesis,1.8141237186864545,1.5774988778744354,0.236624840812019,0.39437471946860886,0.236624840812019
ec00960,Tropane, piperidine and pyridine alkaloid biosynthesis,6.807540766047571,0.8957290454353938,5.911811720612176,6.270103318047757,5.911811720612176
ec00965,Betalain biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00966,Glucosinolate biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00970,Aminoacyl-tRNA biosynthesis,59.25925925925925,50.0,50.0,55.55555555555556,55.55555555555556
ec00980,Metabolism of xenobiotics by cytochrome P450,39.993767027804175,39.993767027804175,3.999376598609341,39.993767027804175,39.993767027804175
ec00981,Insect hormone biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00982,Drug metabolism - cytochrome P450,6.105417375908345,6.105417375908345,6.105417375908345,6.105417375908345,6.105417375908345
ec00983,Drug metabolism - other enzymes,49.43026798996947,17.653667139274813,33.54196756462214,49.43026798996947,44.13416784818703
ec01040,Biosynthesis of unsaturated fatty acids,17.04220911292497,1.2623858771308347,1.2623858771308347,17.04220911292497,17.04220911292497
ec01051,Biosynthesis of ansamycins,0.0,n.a.,n.a.,n.a.,n.a.
ec01053,Biosynthesis of siderophore group nonribosomal peptides,0.0,n.a.,n.a.,n.a.,n.a.
ec01055,Biosynthesis of vancomycin group antibiotics,0.0,n.a.,n.a.,n.a.,n.a.
ec01056,Biosynthesis of type II polyketide backbone,0.0,n.a.,n.a.,n.a.,n.a.
ec01057,Biosynthesis of type II polyketide products,0.0,n.a.,n.a.,n.a.,n.a.
ec01058,Acridone alkaloid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
-1,Unmatched,NaN,n.a.,n.a.,n.a.,n.a.
