**** n.s. = 'not selected' ******** n.a. = not above minScore matrix is resorted
/home/guest/Documents/Kevan/FrompSourceNew/projects/oxic-sulfidic-example.frpPathayScoreMatrix

 ,OverAllOxic surface,Oxycline,Sulfidic 1,Sulfidic 2,
ec00260,Glycine, serine and threonine metabolism,41.016545758153946,18.69487044112023,33.762936032297226,28.677931261301136,36.30543840481014
ec00270,Cysteine and methionine metabolism,30.46103691276753,15.892714911009149,19.45838812822274,24.042825121783068,30.155407779863513
ec00280,Valine, leucine and isoleucine degradation,20.37275319494459,9.090667903269011,17.30848311718386,18.329906476437436,13.733501359796346
ec00281,Geraniol degradation,7.1370676424995265,1.1674014103909058,2.759312416881761,7.1370676424995265,2.759312416881761
ec00290,Valine, leucine and isoleucine biosynthesis,58.860759523812845,35.12658232601257,44.62025320513268,58.860759523812845,58.860759523812845
ec00300,Lysine biosynthesis,50.67750677294792,22.25835591596144,38.753387532254294,40.54200541835834,40.54200541835834
ec00310,Lysine degradation,12.635266945986556,4.250119071252074,3.1403200905253787,1.7838991111737816,8.566004007931765
ec00311,Penicillin and cephalosporin biosynthesis,11.76470588235294,n.a.,3.9215686274509802,11.76470588235294,3.9215686274509802
ec00312,beta-Lactam resistance,100.0,n.a.,100.0,100.0,100.0
ec00330,Arginine and proline metabolism,32.98966798677319,11.842444918328837,18.665948895080213,22.27507496542805,24.079638000601967
ec00331,Clavulanic acid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00340,Histidine metabolism,48.01143297101781,25.51161013958142,35.25562790122711,43.75949794775424,43.75949794775424
ec00350,Tyrosine metabolism,6.764926734503457,1.273397966074538,2.1488590832982726,4.974210831754896,6.406783553953745
ec00351,DDT degradation,0.0,n.a.,n.a.,n.a.,n.a.
ec00360,Phenylalanine metabolism,10.82501035158193,3.608336783860643,7.494237935710567,9.575970695630168,10.40866379959801
ec00361,Chlorocyclohexane and chlorobenzene degradation,13.572315769058354,4.071694730717507,6.786157884529177,10.857852615246683,9.500621038340848
ec00362,Benzoate degradation,5.3155781845782135,0.9265686767066973,3.1210734306424555,0.9265686767066973,5.3155781845782135
ec00363,Bisphenol degradation,22.09916462592756,n.a.,n.a.,n.a.,22.09916462592756
ec00364,Fluorobenzoate degradation,6.2649030753605075,n.a.,6.2649030753605075,3.9155643654403,3.9155643654403
ec00380,Tryptophan metabolism,13.002276341330052,4.21317209877312,6.439450556980954,3.5226390868486135,10.085464871197711
ec00400,Phenylalanine, tyrosine and tryptophan biosynthesis,61.39315743416888,31.128924896198306,53.09211079518267,60.874342019232245,60.874342019232245
ec00401,Novobiocin biosynthesis,19.230769181841218,n.a.,19.230769181841218,10.989010961052124,10.989010961052124
ec00402,Benzoxazinoid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00410,beta-Alanine metabolism,19.737481769838645,6.125425381374583,14.632960624164621,14.06579160797862,14.06579160797862
ec00430,Taurine and hypotaurine metabolism,17.105263202432933,10.96491226585569,14.912280749261795,10.52631584291952,17.105263202432933
ec00440,Phosphonate and phosphinate metabolism,27.90933691503493,n.a.,11.163734766013972,11.163734766013972,27.90933691503493
ec00450,Selenocompound metabolism,36.16567036653714,16.438941075698704,26.302305721117925,26.302305721117925,36.16567036653714
ec00460,Cyanoamino acid metabolism,11.936339590092421,4.97347479721919,4.724801095741413,3.7301060979143923,10.941644592265401
ec00471,D-Glutamine and D-glutamate metabolism,30.0,16.666666666666664,6.666666666666667,20.0,26.666666666666668
ec00472,D-Arginine and D-ornithine metabolism,0.0,n.a.,n.a.,n.a.,n.a.
ec00473,D-Alanine metabolism,31.91489356461581,10.638297854871936,31.91489356461581,31.91489356461581,31.91489356461581
ec00480,Glutathione metabolism,31.759656652360512,19.742489270386265,22.889842632331902,22.889842632331902,28.32618025751073
ec00500,Starch and sucrose metabolism,35.870891906256766,9.335021017720686,17.675511956462202,15.98029021677609,20.365263775127485
ec00510,N-Glycan biosynthesis,13.81957773512476,2.3032629558541267,n.a.,2.3032629558541267,9.213051823416507
ec00511,Other glycan degradation,68.58638747263409,2.6178010439471593,34.031413571313074,31.413612527365913,52.87958120895113
ec00512,Mucin type O-Glycan biosynthesis,16.021361795944546,n.a.,16.021361795944546,n.a.,n.a.
ec00513,Various types of N-glycan biosynthesis,9.762900969984997,5.578800554277141,1.3947001385692852,4.184100415707856,1.3947001385692852
ec00514,Other types of O-glycan biosynthesis,16.172506728451815,16.172506728451815,16.172506728451815,16.172506728451815,n.a.
ec00520,Amino sugar and nucleotide sugar metabolism,31.668978732686625,5.729884146737314,17.78992602170069,21.518898239969023,26.066425344765698
ec00521,Streptomycin biosynthesis,30.909090918020336,9.898989894359826,30.909090918020336,21.212121202199626,30.909090918020336
ec00522,Biosynthesis of 12-, 14- and 16-membered macrolides,31.900569655579442,n.a.,31.900569655579442,31.900569655579442,31.900569655579442
ec00523,Polyketide sugar unit biosynthesis,41.88741720650073,11.423841056318379,41.88741720650073,19.039735093863968,41.88741720650073
ec00524,Butirosin and neomycin biosynthesis,16.84325893760923,5.614419645869743,5.614419645869743,5.614419645869743,16.84325893760923
ec00531,Glycosaminoglycan degradation,10.691003965260695,1.3037809640107927,9.12646674807555,n.a.,2.868318181195937
ec00532,Glycosaminoglycan biosynthesis - chondroitin sulfate,0.0,n.a.,n.a.,n.a.,n.a.
ec00533,Glycosaminoglycan biosynthesis - keratan sulfate,0.0,n.a.,n.a.,n.a.,n.a.
ec00534,Glycosaminoglycan biosynthesis - heparan sulfate,0.0,n.a.,n.a.,n.a.,n.a.
ec00540,Lipopolysaccharide biosynthesis,50.36642240061453,28.780812800351157,43.17121920052674,43.17121920052674,50.36642240061453
ec00550,Peptidoglycan biosynthesis,65.97938144329896,16.49484536082474,41.23711340206185,57.73195876288659,57.73195876288659
ec00561,Glycerolipid metabolism,28.68240214225174,8.066925602508302,17.03017627196197,12.548550937235136,19.71915147279807
ec00562,Inositol phosphate metabolism,25.67237163814181,12.469437652811736,11.00244498777506,13.93643031784841,15.403422982885084
ec00563,Glycosylphosphatidylinositol(GPI)-anchor biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00564,Glycerophospholipid metabolism,33.55384645772506,4.898371742893908,11.021336421511293,17.634138293319854,25.71645165019302
ec00565,Ether lipid metabolism,6.020626257139992,n.a.,5.017188515349537,1.003437741790454,n.a.
ec00590,Arachidonic acid metabolism,6.757520157536273,1.1650896761326877,2.3301793522653753,5.592430481403586,5.825448380663438
ec00591,Linoleic acid metabolism,3.0374884819659362,n.a.,n.a.,3.0374884819659362,n.a.
ec00592,alpha-Linolenic acid metabolism,3.6808110990785936,0.9202027581249522,0.9202027581249522,3.6808110990785936,0.9202027581249522
ec00600,Sphingolipid metabolism,23.886235156205494,n.a.,3.6191265331764098,12.063755110588032,17.854357600911477
ec00601,Glycosphingolipid biosynthesis - lacto and neolacto series,4.350978967346278,n.a.,n.a.,n.a.,4.350978967346278
ec00603,Glycosphingolipid biosynthesis - globo series,23.49336054978813,2.0429009173728807,5.107252293432202,12.257405504237283,20.429009173728808
ec00604,Glycosphingolipid biosynthesis - ganglio series,6.902562441419495,3.137528316424894,3.137528316424894,n.a.,6.902562441419495
ec00620,Pyruvate metabolism,34.62982868948378,16.3798445046068,21.7323133785513,24.741733617768876,31.190491273235114
ec00621,Dioxin degradation,32.25514993942168,4.607878562774526,18.431514251098104,32.25514993942168,4.607878562774526
ec00622,Xylene degradation,3.6656463759463573,3.6656463759463573,n.a.,3.6656463759463573,3.6656463759463573
ec00623,Toluene degradation,5.329759114403688,n.a.,2.9846651067808327,2.9846651067808327,5.329759114403688
ec00624,Polycyclic aromatic hydrocarbon degradation,0.0,n.a.,n.a.,n.a.,n.a.
ec00625,Chloroalkane and chloroalkene degradation,16.79410745286087,6.370178668210808,10.423928784650064,16.79410745286087,16.79410745286087
ec00626,Naphthalene degradation,1.2283069715482553,1.2283069715482553,n.a.,1.2283069715482553,1.2283069715482553
ec00627,Aminobenzoate degradation,9.764426999365755,0.6572210476423259,6.853876635816791,4.882213479303683,9.201094653406432
ec00630,Glyoxylate and dicarboxylate metabolism,19.731800766283524,9.195402298850574,16.091954022988507,13.793103448275861,17.43295019157088
ec00633,Nitrotoluene degradation,37.269668725319974,25.55634426879084,37.269668725319974,37.269668725319974,37.269668725319974
ec00640,Propanoate metabolism,27.942067518297957,5.850956471021177,17.440350907921456,8.43887952759874,21.566025290569367
ec00642,Ethylbenzene degradation,0.0,n.a.,n.a.,n.a.,n.a.
ec00643,Styrene degradation,18.68539639306232,1.9878081073371845,4.373177928188198,13.91465675136029,16.30002657221131
ec00650,Butanoate metabolism,30.33467966460668,8.487253229924189,12.878626986702294,15.888291241513395,25.519216856908916
ec00660,C5-Branched dibasic acid metabolism,12.727272727272727,1.8181818181818181,9.090909090909092,1.8181818181818181,12.727272727272727
ec00670,One carbon pool by folate,52.54237288135594,23.163841807909606,42.3728813559322,45.76271186440678,45.76271186440678
ec00680,Methane metabolism,30.09725042165778,6.90603575354557,23.40897256618364,20.60922834761307,23.097889875231353
ec00710,Carbon fixation in photosynthetic organisms,40.958904171500556,32.87671227663111,40.958904171500556,40.958904171500556,40.958904171500556
ec00720,Carbon fixation pathways in prokaryotes,33.44469502705943,15.885958013018486,31.84811633971389,31.84811633971389,27.45752494951364
ec00730,Thiamine metabolism,37.64258555961529,6.844106465384598,13.688212930769197,30.798479094230697,37.64258555961529
ec00740,Riboflavin metabolism,50.782497591455964,5.748961991485581,31.619290953170694,48.866176927627436,39.2845736084848
ec00750,Vitamin B6 metabolism,25.830258302583026,5.904059040590406,16.974169741697416,21.40221402214022,25.830258302583026
ec00760,Nicotinate and nicotinamide metabolism,23.568061702742714,7.713183829988523,19.711469787748452,20.99700042607987,17.14040851108561
ec00770,Pantothenate and CoA biosynthesis,50.41075425938322,25.765496621462532,38.08812544042287,41.44884239104842,50.41075425938322
ec00780,Biotin metabolism,26.47058823529412,n.a.,17.647058823529413,17.647058823529413,26.47058823529412
ec00785,Lipoic acid metabolism,60.0,30.0,60.0,30.0,60.0
ec00790,Folate biosynthesis,62.7906976744186,20.930232558139537,24.418604651162788,59.30232558139535,62.7906976744186
ec00791,Atrazine degradation,0.0,n.a.,n.a.,n.a.,n.a.
ec00830,Retinol metabolism,9.311403048789872,0.931140280625736,8.380262768164137,0.931140280625736,9.311403048789872
ec00860,Porphyrin and chlorophyll metabolism,38.12241803845815,19.434958215684546,24.667446966061156,27.65744053770493,26.909942144793987
ec00900,Terpenoid backbone biosynthesis,43.68131868131868,13.186813186813188,29.67032967032967,30.494505494505496,39.56043956043956
ec00901,Indole alkaloid biosynthesis,6.194690264429027,n.a.,n.a.,n.a.,6.194690264429027
ec00902,Monoterpenoid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00903,Limonene and pinene degradation,0.5371572139796829,0.5371572139796829,0.5371572139796829,0.5371572139796829,0.5371572139796829
ec00904,Diterpenoid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00905,Brassinosteroid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00906,Carotenoid biosynthesis,18.08027720922076,n.a.,n.a.,18.08027720922076,9.04013860461038
ec00908,Zeatin biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00909,Sesquiterpenoid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00910,Nitrogen metabolism,33.668341715452215,9.365006848481945,21.9278209135187,23.298309720613624,28.871630890620004
ec00920,Sulfur metabolism,29.818181818181817,10.181818181818182,16.727272727272727,18.90909090909091,25.454545454545453
ec00930,Caprolactam degradation,1.2818055931401813,0.5423023678376467,1.2818055931401813,1.2818055931401813,1.2818055931401813
ec00940,Phenylpropanoid biosynthesis,5.085464338168583,3.69851951866806,3.69851951866806,3.69851951866806,5.085464338168583
ec00941,Flavonoid biosynthesis,7.913419652709342,6.330735722167473,6.330735722167473,6.330735722167473,7.913419652709342
ec00942,Anthocyanin biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00943,Isoflavonoid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00944,Flavone and flavonol biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00945,Stilbenoid, diarylheptanoid and gingerol biosynthesis,6.445884030693376,n.a.,n.a.,n.a.,6.445884030693376
ec00950,Isoquinoline alkaloid biosynthesis,2.9578103960145667,2.366248316811653,0.5915620792029133,0.29578103960145663,0.29578103960145663
ec00960,Tropane, piperidine and pyridine alkaloid biosynthesis,4.25471296581812,2.6871871363061812,4.25471296581812,3.582916181741575,3.582916181741575
ec00965,Betalain biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00966,Glucosinolate biosynthesis,3.790841445397794,3.790841445397794,3.790841445397794,3.790841445397794,3.790841445397794
ec00970,Aminoacyl-tRNA biosynthesis,62.96296296296296,40.74074074074074,57.407407407407405,55.55555555555556,59.25925925925925
ec00980,Metabolism of xenobiotics by cytochrome P450,15.997506741674286,15.997506741674286,n.a.,3.999376598609341,15.997506741674286
ec00981,Insect hormone biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
ec00982,Drug metabolism - cytochrome P450,58.76464376712427,24.421670033722577,34.342973733401685,12.974012122588682,58.76464376712427
ec00983,Drug metabolism - other enzymes,60.905151630498096,23.832450638020998,37.07270099247711,60.905151630498096,60.905151630498096
ec01040,Biosynthesis of unsaturated fatty acids,48.601855584513245,1.2623858771308347,29.666067701560277,48.601855584513245,29.666067701560277
ec01051,Biosynthesis of ansamycins,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714
ec01053,Biosynthesis of siderophore group nonribosomal peptides,0.0,n.a.,n.a.,n.a.,n.a.
ec01055,Biosynthesis of vancomycin group antibiotics,100.0,n.a.,100.0,100.0,100.0
ec01056,Biosynthesis of type II polyketide backbone,0.0,n.a.,n.a.,n.a.,n.a.
ec01057,Biosynthesis of type II polyketide products,12.298419430748789,n.a.,n.a.,n.a.,12.298419430748789
ec01058,Acridone alkaloid biosynthesis,0.0,n.a.,n.a.,n.a.,n.a.
-1,Unmatched,NaN,n.a.,n.a.,n.a.,n.a.
