Pathway	s1.txt
ec00364-Fluorobenzoate-degradation	2.3493387099202074
ec00380-Tryptophan-metabolism	0.6481803436312251
ec00400-Phenylalanine-tyrosine-and-tryptophan-biosynthesis	25.31819226492395
ec00401-Novobiocin-biosynthesis	39.56043971421332
ec00402-Benzoxazinoid-biosynthesis	0.0
ec00410-beta-Alanine-metabolism	6.692594397560586
ec00430-Taurine-and-hypotaurine-metabolism	0.0
ec00440-Phosphonate-and-phosphinate-metabolism	0.0
ec00450-Selenocompound-metabolism	13.151152860558962
ec00460-Cyanoamino-acid-metabolism	0.9946949978270206
ec00471-D-Glutamine-and-D-glutamate-metabolism	0.0
ec00472-D-Arginine-and-D-ornithine-metabolism	0.0
ec00473-D-Alanine-metabolism	21.276595709743873
ec00480-Glutathione-metabolism	7.1530758226037205
ec00500-Starch-and-sucrose-metabolism	2.3733104282340727
ec00510-N-Glycan-biosynthesis	0.0
ec00511-Other-glycan-degradation	0.0
ec00512-Mucin-type-O-Glycan-biosynthesis	0.0
ec00513-Various-types-of-N-glycan-biosynthesis	0.0
ec00514-Other-types-of-O-glycan-biosynthesis	0.0
ec00520-Amino-sugar-and-nucleotide-sugar-metabolism	3.437930488042388
ec00521-Streptomycin-biosynthesis	0.0
ec00522-Biosynthesis-of-12-14-and-16-membered-macrolides	0.0
ec00523-Polyketide-sugar-unit-biosynthesis	0.0
ec00524-Butirosin-and-neomycin-biosynthesis	0.0
ec00531-Glycosaminoglycan-degradation	0.0
ec00532-Glycosaminoglycan-biosynthesis-chondroitin-sulfate	0.0
ec00533-Glycosaminoglycan-biosynthesis-keratan-sulfate	0.0
ec00534-Glycosaminoglycan-biosynthesis-heparan-sulfate	0.0
ec00540-Lipopolysaccharide-biosynthesis	7.195203200087789
ec00550-Peptidoglycan-biosynthesis	8.24742268041237
ec00561-Glycerolipid-metabolism	0.0
ec00562-Inositol-phosphate-metabolism	3.6674816625916873
ec00563-Glycosylphosphatidylinositol-GPI-anchor-biosynthesis	0.0
ec00564-Glycerophospholipid-metabolism	10.286580678978991
ec00565-Ether-lipid-metabolism	1.003437741790454
ec00590-Arachidonic-acid-metabolism	0.9320717768728347
ec00591-Linoleic-acid-metabolism	3.0374884819659362
ec00592-alpha-Linolenic-acid-metabolism	3.6808110990785936
ec00600-Sphingolipid-metabolism	0.0
ec00601-Glycosphingolipid-biosynthesis-lacto-and-neolacto-series	0.0
ec00603-Glycosphingolipid-biosynthesis-globo-series	0.0
ec00604-Glycosphingolipid-biosynthesis-ganglio-series	0.0
ec00620-Pyruvate-metabolism	6.964658287811057
ec00621-Dioxin-degradation	0.0
ec00622-Xylene-degradation	0.0
ec00623-Toluene-degradation	2.3450940076228557
ec00624-Polycyclic-aromatic-hydrocarbon-degradation	0.0
ec00625-Chloroalkane-and-chloroalkene-degradation	5.211964392325032
ec00626-Naphthalene-degradation	0.0
ec00627-Aminobenzoate-degradation	1.6899969971195763
ec00630-Glyoxylate-and-dicarboxylate-metabolism	1.1494252873563218
ec00633-Nitrotoluene-degradation	0.0
ec00640-Propanoate-metabolism	6.826115835821358
ec00642-Ethylbenzene-degradation	0.0
ec00643-Styrene-degradation	2.3853698208510137
ec00650-Butanoate-metabolism	0.24077314386898616
ec00660-C5-Branched-dibasic-acid-metabolism	1.8181818181818181
ec00670-One-carbon-pool-by-folate	9.03954802259887
ec00680-Methane-metabolism	1.9909292509042886
ec00710-Carbon-fixation-in-photosynthetic-organisms	12.739726102342782
ec00720-Carbon-fixation-pathways-in-prokaryotes	6.945117326918279
ec00730-Thiamine-metabolism	0.0
ec00740-Riboflavin-metabolism	17.24688597445674
ec00750-Vitamin-B6-metabolism	8.856088560885608
ec00760-Nicotinate-and-nicotinamide-metabolism	7.713183829988523
ec00770-Pantothenate-and-CoA-biosynthesis	15.683345769585888
ec00780-Biotin-metabolism	8.823529411764707
ec00785-Lipoic-acid-metabolism	30.0
ec00790-Folate-biosynthesis	10.465116279069768
ec00791-Atrazine-degradation	3.389830508474576
ec00830-Retinol-metabolism	0.0
ec00860-Porphyrin-and-chlorophyll-metabolism	8.96998071493133
ec00900-Terpenoid-backbone-biosynthesis	19.78021978021978
ec00901-Indole-alkaloid-biosynthesis	0.0
ec00902-Monoterpenoid-biosynthesis	0.0
ec00903-Limonene-and-pinene-degradation	0.5371572139796829
ec00904-Diterpenoid-biosynthesis	0.0
ec00905-Brassinosteroid-biosynthesis	0.0
ec00906-Carotenoid-biosynthesis	0.0
ec00908-Zeatin-biosynthesis	0.0
ec00909-Sesquiterpenoid-biosynthesis	0.0
ec00910-Nitrogen-metabolism	5.025125626014702
ec00920-Sulfur-metabolism	4.363636363636364
ec00930-Caprolactam-degradation	0.5423023678376467
ec00940-Phenylpropanoid-biosynthesis	1.84925975933403
ec00941-Flavonoid-biosynthesis	0.0
ec00942-Anthocyanin-biosynthesis	0.0
ec00943-Isoflavonoid-biosynthesis	0.0
ec00944-Flavone-and-flavonol-biosynthesis	0.0
ec00945-Stilbenoid-diarylheptanoid-and-gingerol-biosynthesis	0.0
ec00950-Isoquinoline-alkaloid-biosynthesis	0.630999560280628
ec00960-Tropane-piperidine-and-pyridine-alkaloid-biosynthesis	1.433166493435208
ec00965-Betalain-biosynthesis	0.0
ec00966-Glucosinolate-biosynthesis	0.0
ec00970-Aminoacyl-tRNA-biosynthesis	14.814814814814813
ec00980-Metabolism-of-xenobiotics-by-cytochrome-P450	0.0
ec00981-Insect-hormone-biosynthesis	0.0
ec00982-Drug-metabolism-cytochrome-P450	0.0
ec00983-Drug-metabolism-other-enzymes	15.888300425347332
ec01040-Biosynthesis-of-unsaturated-fatty-acids	1.2623858771308347
ec01051-Biosynthesis-of-ansamycins	0.0
ec01053-Biosynthesis-of-siderophore-group-nonribosomal-peptides	0.0
ec01055-Biosynthesis-of-vancomycin-group-antibiotics	0.0
ec01056-Biosynthesis-of-type-II-polyketide-backbone	0.0
ec01057-Biosynthesis-of-type-II-polyketide-products	0.0
ec01058-Acridone-alkaloid-biosynthesis	0.0
-1-Unmatched	NaN
